"scale","shape"
34.7455774134409,2.75951479296081
34.5523104115431,2.64397650927314
33.6758215949734,2.57487914192744
35.2713436311788,2.3022336162792
31.1650026516213,2.37436622237356
29.6585782938989,2.2877855490094
35.4036187859836,2.58109512367918
30.7471430194574,2.35888021808139
31.2182130928387,2.76137725995743
32.9082047025889,2.63258033978846
33.0563008033523,2.35383316625204
33.485585005406,2.52333307418356
34.1715650186774,2.54716906129512
32.78496965536,2.54385332827942
31.5650139224341,2.04351661566989
31.057244585663,2.16768317527914
30.532041409323,2.57685254301844
35.9596336594866,2.39493382056222
28.5026156082674,2.57605985353937
28.6799212575375,2.32805898408121
29.4458391847337,2.11636553238327
29.2923044155459,2.14115837493667
32.6602383630565,2.54130978323003
33.5335723837954,3.27354017518155
35.1062821110985,2.62538943281024
34.3431556666514,2.53627518695464
33.9746176191878,2.78993795556275
30.0422548081073,2.14854581507791
32.2594591770372,2.59825710610214
30.0089852076378,2.14843767443769
31.4078097852595,2.20362204502348
32.0605188887401,2.70936160786143
33.4550476355213,2.47590254090969
34.1710319354773,2.46076292722355
30.091707029256,2.37290603394943
31.8233877518731,2.62676909588219
32.7406680660178,2.40385615807535
32.0036666237211,2.76338041883407
33.4280076848069,2.37224852219799
30.761608977881,2.27681354796302
33.4489441502775,2.51798701857539
30.3577049133735,2.09939353847143
33.9120339467903,2.39421844471267
33.0471603966337,2.79333772373405
31.4189042999157,2.73977816227619
33.7252076276456,3.08768556459243
30.3829913381738,2.27009796042267
32.7410759024381,2.59891620474486
29.7665227916263,2.02168457152107
33.2050796009277,2.81190614739678
33.9706772045765,1.77010685273465
34.0227675324715,2.41216377618057
32.295358045109,2.37289951843654
31.524213403041,2.46633897661058
31.7488495766509,2.29592310556258
34.2577883611825,2.64804498468307
34.8133297975732,2.29190878725124
34.1456581889248,2.68773979993639
33.6865724701414,2.21209214249667
35.1340252422026,2.49371151292898
31.2168993628989,2.19633421921586
29.6441503683882,2.42141637595533
34.1496591300196,2.22507538180552
31.5007911879805,2.46396750993238
32.1033795543756,2.38971742326976
34.9093492644876,2.31908448643807
32.8257705014735,2.72641067319635
39.2788201461338,2.34227731689763
31.697960125689,2.77620199188532
32.1060128488179,2.40319214394284
33.3414719448613,2.14698814623168
33.0866797319471,2.34360564721355
29.9070220413306,2.79673662119216
34.0020169073232,2.70585364438915
33.6108321101534,2.45494623106191
33.8398264429185,2.58474052083707
32.5332826619164,2.75066770196862
32.1033006223292,2.54004765097342
30.6497379313023,2.47054855649783
30.9303512920248,2.15106426582323
34.6026022812497,2.87758216657979
34.6643923353851,2.32576134943549
33.3794992571292,2.75928079820467
33.7062914743823,2.63722954693059
31.9594503594241,2.21888841936048
32.7978530545935,2.39891573304568
32.2307099775748,2.25363623726134
35.595839294395,2.55044594977478
33.124523815821,2.21387941007733
33.1433262823704,2.67277987339988
34.6631692780675,2.96312860611078
31.8548813805089,2.63250725107476
32.3277146789746,2.09906743952975
33.2747869877467,2.66853620136573
30.6413979034513,2.65974761436886
34.3187700414886,2.27099620076323
35.5268133323799,2.60459318233092
30.7469470724453,2.34202712211941
32.5187049250591,2.76739642898368
33.7223542743651,2.5446794979295
34.6202768703554,2.45753505105909
33.5020477418896,2.29894655611759
